geo_accession	cell_line	treatment	tissue	dose_nM	time_hours
GSM3231892	OVCAR-3	5-Azacytidine	Ovarian	1000	24
GSM3231896	OVCAR-3	5-Azacytidine	Ovarian	5000	2
GSM3231897	OVCAR-3	5-Azacytidine	Ovarian	5000	6
GSM3231895	OVCAR-3	5-Azacytidine	Ovarian	5000	24
GSM3232899	OVCAR-3	cisplatin	Ovarian	0	2
GSM3232900	OVCAR-3	cisplatin	Ovarian	0	6
GSM3232898	OVCAR-3	cisplatin	Ovarian	0	24
GSM3232905	OVCAR-3	cisplatin	Ovarian	3000	2
GSM3232906	OVCAR-3	cisplatin	Ovarian	3000	6
GSM3232904	OVCAR-3	cisplatin	Ovarian	3000	24
GSM3232902	OVCAR-3	cisplatin	Ovarian	15000	2
GSM3232903	OVCAR-3	cisplatin	Ovarian	15000	6
GSM3232901	OVCAR-3	cisplatin	Ovarian	15000	24
GSM3233405	OVCAR-3	dasatinib	Ovarian	0	2
GSM3233406	OVCAR-3	dasatinib	Ovarian	0	6
GSM3233404	OVCAR-3	dasatinib	Ovarian	0	24
GSM3233408	OVCAR-3	dasatinib	Ovarian	100	2
GSM3233409	OVCAR-3	dasatinib	Ovarian	100	6
GSM3233407	OVCAR-3	dasatinib	Ovarian	100	24
GSM3233411	OVCAR-3	dasatinib	Ovarian	2000	2
GSM3233412	OVCAR-3	dasatinib	Ovarian	2000	6
GSM3233410	OVCAR-3	dasatinib	Ovarian	2000	24
GSM3234935	OVCAR-3	geldanamycin	Ovarian	0	2
GSM3234936	OVCAR-3	geldanamycin	Ovarian	0	6
GSM3234934	OVCAR-3	geldanamycin	Ovarian	0	24
GSM3234941	OVCAR-3	geldanamycin	Ovarian	100	2
GSM3234942	OVCAR-3	geldanamycin	Ovarian	100	6
GSM3234940	OVCAR-3	geldanamycin	Ovarian	100	24
GSM3234938	OVCAR-3	geldanamycin	Ovarian	1000	2
GSM3234939	OVCAR-3	geldanamycin	Ovarian	1000	6
GSM3234937	OVCAR-3	geldanamycin	Ovarian	1000	24
GSM3236451	OVCAR-3	paclitaxel	Ovarian	0	2
GSM3236452	OVCAR-3	paclitaxel	Ovarian	0	6
GSM3236450	OVCAR-3	paclitaxel	Ovarian	0	24
GSM3236457	OVCAR-3	paclitaxel	Ovarian	10	2
GSM3236458	OVCAR-3	paclitaxel	Ovarian	10	6
GSM3236456	OVCAR-3	paclitaxel	Ovarian	10	24
GSM3236454	OVCAR-3	paclitaxel	Ovarian	100	2
GSM3236455	OVCAR-3	paclitaxel	Ovarian	100	6
GSM3236453	OVCAR-3	paclitaxel	Ovarian	100	24
GSM3238008	OVCAR-3	sunitinib	Ovarian	0	2
GSM3238009	OVCAR-3	sunitinib	Ovarian	0	6
GSM3238007	OVCAR-3	sunitinib	Ovarian	0	24
GSM3238014	OVCAR-3	sunitinib	Ovarian	200	2
GSM3238015	OVCAR-3	sunitinib	Ovarian	200	6
GSM3238013	OVCAR-3	sunitinib	Ovarian	200	24
GSM3238011	OVCAR-3	sunitinib	Ovarian	2000	2
GSM3238012	OVCAR-3	sunitinib	Ovarian	2000	6
GSM3238010	OVCAR-3	sunitinib	Ovarian	2000	24
GSM3238532	OVCAR-3	topotecan	Ovarian	0	2
GSM3238533	OVCAR-3	topotecan	Ovarian	0	6
GSM3238531	OVCAR-3	topotecan	Ovarian	0	24
GSM3238538	OVCAR-3	topotecan	Ovarian	10	2
GSM3238539	OVCAR-3	topotecan	Ovarian	10	6
GSM3238537	OVCAR-3	topotecan	Ovarian	10	24
GSM3238535	OVCAR-3	topotecan	Ovarian	1000	2
GSM3238536	OVCAR-3	topotecan	Ovarian	1000	6
GSM3238534	OVCAR-3	topotecan	Ovarian	1000	24
GSM3239066	OVCAR-3	vorinostat	Ovarian	0	2
GSM3239067	OVCAR-3	vorinostat	Ovarian	0	6
GSM3239065	OVCAR-3	vorinostat	Ovarian	0	24
GSM3239069	OVCAR-3	vorinostat	Ovarian	1000	2
GSM3239070	OVCAR-3	vorinostat	Ovarian	1000	6
GSM3239068	OVCAR-3	vorinostat	Ovarian	1000	24
GSM3239072	OVCAR-3	vorinostat	Ovarian	5000	2
GSM3239073	OVCAR-3	vorinostat	Ovarian	5000	6
GSM3239071	OVCAR-3	vorinostat	Ovarian	5000	24
GSM3233414	OVCAR-4	dasatinib	Ovarian	0	2
GSM3233415	OVCAR-4	dasatinib	Ovarian	0	6
GSM3233413	OVCAR-4	dasatinib	Ovarian	0	24
GSM3233417	OVCAR-4	dasatinib	Ovarian	100	2
GSM3233418	OVCAR-4	dasatinib	Ovarian	100	6
GSM3233416	OVCAR-4	dasatinib	Ovarian	100	24
GSM3233420	OVCAR-4	dasatinib	Ovarian	2000	2
GSM3233421	OVCAR-4	dasatinib	Ovarian	2000	6
GSM3233419	OVCAR-4	dasatinib	Ovarian	2000	24
GSM3235931	OVCAR-4	lapatinib	Ovarian	0	2
GSM3235932	OVCAR-4	lapatinib	Ovarian	0	6
GSM3235930	OVCAR-4	lapatinib	Ovarian	0	24
GSM3235937	OVCAR-4	lapatinib	Ovarian	1000	2
GSM3235938	OVCAR-4	lapatinib	Ovarian	1000	6
GSM3235936	OVCAR-4	lapatinib	Ovarian	1000	24
GSM3235934	OVCAR-4	lapatinib	Ovarian	10000	2
GSM3235935	OVCAR-4	lapatinib	Ovarian	10000	6
GSM3235933	OVCAR-4	lapatinib	Ovarian	10000	24
GSM3236992	OVCAR-4	sirolimus	Ovarian	0	2
GSM3236993	OVCAR-4	sirolimus	Ovarian	0	6
GSM3236991	OVCAR-4	sirolimus	Ovarian	0	24
GSM3236998	OVCAR-4	sirolimus	Ovarian	10	2
GSM3236999	OVCAR-4	sirolimus	Ovarian	10	6
GSM3236997	OVCAR-4	sirolimus	Ovarian	10	24
GSM3236995	OVCAR-4	sirolimus	Ovarian	100	2
GSM3236996	OVCAR-4	sirolimus	Ovarian	100	6
GSM3236994	OVCAR-4	sirolimus	Ovarian	100	24
GSM3237493	OVCAR-4	sorafenib	Ovarian	0	2
GSM3237494	OVCAR-4	sorafenib	Ovarian	0	6
GSM3237492	OVCAR-4	sorafenib	Ovarian	0	24
GSM3237499	OVCAR-4	sorafenib	Ovarian	5000	2
GSM3237500	OVCAR-4	sorafenib	Ovarian	5000	6
GSM3237498	OVCAR-4	sorafenib	Ovarian	5000	24
GSM3237496	OVCAR-4	sorafenib	Ovarian	10000	2
GSM3237497	OVCAR-4	sorafenib	Ovarian	10000	6
GSM3237495	OVCAR-4	sorafenib	Ovarian	10000	24
GSM3238541	OVCAR-4	topotecan	Ovarian	0	2
GSM3238542	OVCAR-4	topotecan	Ovarian	0	6
GSM3238540	OVCAR-4	topotecan	Ovarian	0	24
GSM3238547	OVCAR-4	topotecan	Ovarian	10	2
GSM3238548	OVCAR-4	topotecan	Ovarian	10	6
GSM3238546	OVCAR-4	topotecan	Ovarian	10	24
GSM3238544	OVCAR-4	topotecan	Ovarian	1000	2
GSM3238545	OVCAR-4	topotecan	Ovarian	1000	6
GSM3238543	OVCAR-4	topotecan	Ovarian	1000	24
GSM3239075	OVCAR-4	vorinostat	Ovarian	0	2
GSM3239076	OVCAR-4	vorinostat	Ovarian	0	6
GSM3239074	OVCAR-4	vorinostat	Ovarian	0	24
GSM3239078	OVCAR-4	vorinostat	Ovarian	1000	2
GSM3239079	OVCAR-4	vorinostat	Ovarian	1000	6
GSM3239077	OVCAR-4	vorinostat	Ovarian	1000	24
GSM3239081	OVCAR-4	vorinostat	Ovarian	5000	2
GSM3239082	OVCAR-4	vorinostat	Ovarian	5000	6
GSM3239080	OVCAR-4	vorinostat	Ovarian	5000	24
GSM3233920	OVCAR-5	doxorubicin	Ovarian	0	2
GSM3233921	OVCAR-5	doxorubicin	Ovarian	0	6
GSM3233919	OVCAR-5	doxorubicin	Ovarian	0	24
GSM3233926	OVCAR-5	doxorubicin	Ovarian	100	2
GSM3233927	OVCAR-5	doxorubicin	Ovarian	100	6
GSM3233925	OVCAR-5	doxorubicin	Ovarian	100	24
GSM3233923	OVCAR-5	doxorubicin	Ovarian	1000	2
GSM3233924	OVCAR-5	doxorubicin	Ovarian	1000	6
GSM3233922	OVCAR-5	doxorubicin	Ovarian	1000	24
GSM3234452	OVCAR-5	erlotinib	Ovarian	0	2
GSM3234453	OVCAR-5	erlotinib	Ovarian	0	6
GSM3234451	OVCAR-5	erlotinib	Ovarian	0	24
GSM3234458	OVCAR-5	erlotinib	Ovarian	1000	2
GSM3234459	OVCAR-5	erlotinib	Ovarian	1000	6
GSM3234457	OVCAR-5	erlotinib	Ovarian	1000	24
GSM3234455	OVCAR-5	erlotinib	Ovarian	10000	2
GSM3234456	OVCAR-5	erlotinib	Ovarian	10000	6
GSM3234454	OVCAR-5	erlotinib	Ovarian	10000	24
GSM3234953	OVCAR-5	geldanamycin	Ovarian	0	2
GSM3234954	OVCAR-5	geldanamycin	Ovarian	0	6
GSM3234952	OVCAR-5	geldanamycin	Ovarian	0	24
GSM3234959	OVCAR-5	geldanamycin	Ovarian	100	2
GSM3234960	OVCAR-5	geldanamycin	Ovarian	100	6
GSM3234958	OVCAR-5	geldanamycin	Ovarian	100	24
GSM3234956	OVCAR-5	geldanamycin	Ovarian	1000	2
GSM3234957	OVCAR-5	geldanamycin	Ovarian	1000	6
GSM3234955	OVCAR-5	geldanamycin	Ovarian	1000	24
GSM3238026	OVCAR-5	sunitinib	Ovarian	0	2
GSM3238027	OVCAR-5	sunitinib	Ovarian	0	6
GSM3238025	OVCAR-5	sunitinib	Ovarian	0	24
GSM3238032	OVCAR-5	sunitinib	Ovarian	200	2
GSM3238033	OVCAR-5	sunitinib	Ovarian	200	6
GSM3238031	OVCAR-5	sunitinib	Ovarian	200	24
GSM3238029	OVCAR-5	sunitinib	Ovarian	2000	2
GSM3238030	OVCAR-5	sunitinib	Ovarian	2000	6
GSM3238028	OVCAR-5	sunitinib	Ovarian	2000	24
GSM3239084	OVCAR-5	vorinostat	Ovarian	0	2
GSM3239085	OVCAR-5	vorinostat	Ovarian	0	6
GSM3239083	OVCAR-5	vorinostat	Ovarian	0	24
GSM3239087	OVCAR-5	vorinostat	Ovarian	1000	2
GSM3239088	OVCAR-5	vorinostat	Ovarian	1000	6
GSM3239086	OVCAR-5	vorinostat	Ovarian	1000	24
GSM3239090	OVCAR-5	vorinostat	Ovarian	5000	2
GSM3239091	OVCAR-5	vorinostat	Ovarian	5000	6
GSM3239089	OVCAR-5	vorinostat	Ovarian	5000	24
GSM3232420	OVCAR-8	bortezomib	Ovarian	0	2
GSM3232421	OVCAR-8	bortezomib	Ovarian	0	6
GSM3232419	OVCAR-8	bortezomib	Ovarian	0	24
GSM3232426	OVCAR-8	bortezomib	Ovarian	10	2
GSM3232427	OVCAR-8	bortezomib	Ovarian	10	6
GSM3232425	OVCAR-8	bortezomib	Ovarian	10	24
GSM3232423	OVCAR-8	bortezomib	Ovarian	100	2
GSM3232424	OVCAR-8	bortezomib	Ovarian	100	6
GSM3232422	OVCAR-8	bortezomib	Ovarian	100	24
GSM3232926	OVCAR-8	cisplatin	Ovarian	0	2
GSM3232927	OVCAR-8	cisplatin	Ovarian	0	6
GSM3232925	OVCAR-8	cisplatin	Ovarian	0	24
GSM3232932	OVCAR-8	cisplatin	Ovarian	3000	2
GSM3232933	OVCAR-8	cisplatin	Ovarian	3000	6
GSM3232931	OVCAR-8	cisplatin	Ovarian	3000	24
GSM3232929	OVCAR-8	cisplatin	Ovarian	15000	2
GSM3232930	OVCAR-8	cisplatin	Ovarian	15000	6
GSM3232928	OVCAR-8	cisplatin	Ovarian	15000	24
GSM3233432	OVCAR-8	dasatinib	Ovarian	0	2
GSM3233433	OVCAR-8	dasatinib	Ovarian	0	6
GSM3233431	OVCAR-8	dasatinib	Ovarian	0	24
GSM3233435	OVCAR-8	dasatinib	Ovarian	100	2
GSM3233436	OVCAR-8	dasatinib	Ovarian	100	6
GSM3233434	OVCAR-8	dasatinib	Ovarian	100	24
GSM3233438	OVCAR-8	dasatinib	Ovarian	2000	2
GSM3233439	OVCAR-8	dasatinib	Ovarian	2000	6
GSM3233437	OVCAR-8	dasatinib	Ovarian	2000	24
GSM3237511	OVCAR-8	sorafenib	Ovarian	0	2
GSM3237512	OVCAR-8	sorafenib	Ovarian	0	6
GSM3237510	OVCAR-8	sorafenib	Ovarian	0	24
GSM3237517	OVCAR-8	sorafenib	Ovarian	5000	2
GSM3237518	OVCAR-8	sorafenib	Ovarian	5000	6
GSM3237516	OVCAR-8	sorafenib	Ovarian	5000	24
GSM3237514	OVCAR-8	sorafenib	Ovarian	10000	2
GSM3237515	OVCAR-8	sorafenib	Ovarian	10000	6
GSM3237513	OVCAR-8	sorafenib	Ovarian	10000	24
GSM3238559	OVCAR-8	topotecan	Ovarian	0	2
GSM3238560	OVCAR-8	topotecan	Ovarian	0	6
GSM3238558	OVCAR-8	topotecan	Ovarian	0	24
GSM3238565	OVCAR-8	topotecan	Ovarian	10	2
GSM3238566	OVCAR-8	topotecan	Ovarian	10	6
GSM3238564	OVCAR-8	topotecan	Ovarian	10	24
GSM3238562	OVCAR-8	topotecan	Ovarian	1000	2
GSM3238563	OVCAR-8	topotecan	Ovarian	1000	6
GSM3238561	OVCAR-8	topotecan	Ovarian	1000	24
GSM3232429	PC-3	bortezomib	Prostate	0	2
GSM3232430	PC-3	bortezomib	Prostate	0	6
GSM3232428	PC-3	bortezomib	Prostate	0	24
GSM3232435	PC-3	bortezomib	Prostate	10	2
GSM3232436	PC-3	bortezomib	Prostate	10	6
GSM3232434	PC-3	bortezomib	Prostate	10	24
GSM3232432	PC-3	bortezomib	Prostate	100	2
GSM3232433	PC-3	bortezomib	Prostate	100	6
GSM3232431	PC-3	bortezomib	Prostate	100	24
GSM3233937	PC-3	doxorubicin	Prostate	0	2
GSM3233938	PC-3	doxorubicin	Prostate	0	6
GSM3233936	PC-3	doxorubicin	Prostate	0	24
GSM3233943	PC-3	doxorubicin	Prostate	100	2
GSM3233944	PC-3	doxorubicin	Prostate	100	6
GSM3233942	PC-3	doxorubicin	Prostate	100	24
GSM3233940	PC-3	doxorubicin	Prostate	1000	2
GSM3233941	PC-3	doxorubicin	Prostate	1000	6
GSM3233939	PC-3	doxorubicin	Prostate	1000	24
GSM3235958	PC-3	lapatinib	Prostate	0	2
GSM3235959	PC-3	lapatinib	Prostate	0	6
GSM3235957	PC-3	lapatinib	Prostate	0	24
GSM3235964	PC-3	lapatinib	Prostate	1000	2
GSM3235965	PC-3	lapatinib	Prostate	1000	6
GSM3235963	PC-3	lapatinib	Prostate	1000	24
GSM3235961	PC-3	lapatinib	Prostate	10000	2
GSM3235962	PC-3	lapatinib	Prostate	10000	6
GSM3235960	PC-3	lapatinib	Prostate	10000	24
GSM3237520	PC-3	sorafenib	Prostate	0	2
GSM3237521	PC-3	sorafenib	Prostate	0	6
GSM3237519	PC-3	sorafenib	Prostate	0	24
GSM3237526	PC-3	sorafenib	Prostate	5000	2
GSM3237527	PC-3	sorafenib	Prostate	5000	6
GSM3237525	PC-3	sorafenib	Prostate	5000	24
GSM3237523	PC-3	sorafenib	Prostate	10000	2
GSM3237524	PC-3	sorafenib	Prostate	10000	6
GSM3237522	PC-3	sorafenib	Prostate	10000	24
GSM3239102	PC-3	vorinostat	Prostate	0	2
GSM3239103	PC-3	vorinostat	Prostate	0	6
GSM3239101	PC-3	vorinostat	Prostate	0	24
GSM3239105	PC-3	vorinostat	Prostate	1000	2
GSM3239106	PC-3	vorinostat	Prostate	1000	6
GSM3239104	PC-3	vorinostat	Prostate	1000	24
GSM3239108	PC-3	vorinostat	Prostate	5000	2
GSM3239109	PC-3	vorinostat	Prostate	5000	6
GSM3239107	PC-3	vorinostat	Prostate	5000	24
GSM3231925	RPMI-8226	5-Azacytidine	Leukemia	0	2
GSM3231926	RPMI-8226	5-Azacytidine	Leukemia	0	6
GSM3231924	RPMI-8226	5-Azacytidine	Leukemia	0	24
GSM3231928	RPMI-8226	5-Azacytidine	Leukemia	1000	2
GSM3231929	RPMI-8226	5-Azacytidine	Leukemia	1000	6
GSM3231927	RPMI-8226	5-Azacytidine	Leukemia	1000	24
GSM3231931	RPMI-8226	5-Azacytidine	Leukemia	5000	2
GSM3231932	RPMI-8226	5-Azacytidine	Leukemia	5000	6
GSM3231930	RPMI-8226	5-Azacytidine	Leukemia	5000	24
GSM3232943	RPMI-8226	cisplatin	Leukemia	0	2
GSM3232944	RPMI-8226	cisplatin	Leukemia	0	6
GSM3232942	RPMI-8226	cisplatin	Leukemia	0	24
GSM3232949	RPMI-8226	cisplatin	Leukemia	3000	2
GSM3232950	RPMI-8226	cisplatin	Leukemia	3000	6
GSM3232948	RPMI-8226	cisplatin	Leukemia	3000	24
GSM3232946	RPMI-8226	cisplatin	Leukemia	15000	2
GSM3232947	RPMI-8226	cisplatin	Leukemia	15000	6
GSM3232945	RPMI-8226	cisplatin	Leukemia	15000	24
GSM3233451	RPMI-8226	dasatinib	Leukemia	0	2
GSM3233452	RPMI-8226	dasatinib	Leukemia	0	6
GSM3233450	RPMI-8226	dasatinib	Leukemia	0	24
GSM3233454	RPMI-8226	dasatinib	Leukemia	100	2
GSM3233455	RPMI-8226	dasatinib	Leukemia	100	6
GSM3233453	RPMI-8226	dasatinib	Leukemia	100	24
GSM3233449	RPMI-8226	dasatinib	Leukemia	2000	2
GSM3233457	RPMI-8226	dasatinib	Leukemia	2000	6
GSM3233456	RPMI-8226	dasatinib	Leukemia	2000	24
GSM3235481	RPMI-8226	gemcitibine	Leukemia	0	2
GSM3235482	RPMI-8226	gemcitibine	Leukemia	0	6
GSM3235480	RPMI-8226	gemcitibine	Leukemia	0	24
GSM3235487	RPMI-8226	gemcitibine	Leukemia	200	2
GSM3235488	RPMI-8226	gemcitibine	Leukemia	200	6
GSM3235486	RPMI-8226	gemcitibine	Leukemia	200	24
GSM3235484	RPMI-8226	gemcitibine	Leukemia	2000	2
GSM3235485	RPMI-8226	gemcitibine	Leukemia	2000	6
GSM3235483	RPMI-8226	gemcitibine	Leukemia	2000	24
GSM3235967	RPMI-8226	lapatinib	Leukemia	0	2
GSM3235968	RPMI-8226	lapatinib	Leukemia	0	6
GSM3235966	RPMI-8226	lapatinib	Leukemia	0	24
GSM3235973	RPMI-8226	lapatinib	Leukemia	1000	2
GSM3235974	RPMI-8226	lapatinib	Leukemia	1000	6
GSM3235972	RPMI-8226	lapatinib	Leukemia	1000	24
GSM3235970	RPMI-8226	lapatinib	Leukemia	10000	2
GSM3235971	RPMI-8226	lapatinib	Leukemia	10000	6
GSM3235969	RPMI-8226	lapatinib	Leukemia	10000	24
GSM3237529	RPMI-8226	sorafenib	Leukemia	0	2
GSM3237530	RPMI-8226	sorafenib	Leukemia	0	6
GSM3237528	RPMI-8226	sorafenib	Leukemia	0	24
GSM3237535	RPMI-8226	sorafenib	Leukemia	5000	2
GSM3237536	RPMI-8226	sorafenib	Leukemia	5000	6
GSM3237534	RPMI-8226	sorafenib	Leukemia	5000	24
GSM3237532	RPMI-8226	sorafenib	Leukemia	10000	2
GSM3237533	RPMI-8226	sorafenib	Leukemia	10000	6
GSM3237531	RPMI-8226	sorafenib	Leukemia	10000	24
GSM3232952	RXF-393	cisplatin	Renal	0	2
GSM3232953	RXF-393	cisplatin	Renal	0	6
GSM3232951	RXF-393	cisplatin	Renal	0	24
GSM3232958	RXF-393	cisplatin	Renal	3000	2
GSM3232959	RXF-393	cisplatin	Renal	3000	6
GSM3232957	RXF-393	cisplatin	Renal	3000	24
GSM3232955	RXF-393	cisplatin	Renal	15000	2
GSM3232956	RXF-393	cisplatin	Renal	15000	6
GSM3232954	RXF-393	cisplatin	Renal	15000	24
GSM3233459	RXF-393	dasatinib	Renal	0	2
GSM3233460	RXF-393	dasatinib	Renal	0	6
GSM3233458	RXF-393	dasatinib	Renal	0	24
GSM3233462	RXF-393	dasatinib	Renal	100	2
GSM3233463	RXF-393	dasatinib	Renal	100	6
GSM3233461	RXF-393	dasatinib	Renal	100	24
GSM3233465	RXF-393	dasatinib	Renal	2000	2
GSM3233466	RXF-393	dasatinib	Renal	2000	6
GSM3233464	RXF-393	dasatinib	Renal	2000	24
GSM3233954	RXF-393	doxorubicin	Renal	0	2
GSM3233955	RXF-393	doxorubicin	Renal	0	6
GSM3233953	RXF-393	doxorubicin	Renal	0	24
GSM3233960	RXF-393	doxorubicin	Renal	100	2
GSM3233961	RXF-393	doxorubicin	Renal	100	6
GSM3233959	RXF-393	doxorubicin	Renal	100	24
GSM3233957	RXF-393	doxorubicin	Renal	1000	2
GSM3233958	RXF-393	doxorubicin	Renal	1000	6
GSM3233956	RXF-393	doxorubicin	Renal	1000	24
GSM3235490	RXF-393	gemcitibine	Renal	0	2
GSM3235491	RXF-393	gemcitibine	Renal	0	6
GSM3235489	RXF-393	gemcitibine	Renal	0	24
GSM3235496	RXF-393	gemcitibine	Renal	200	2
GSM3235497	RXF-393	gemcitibine	Renal	200	6
GSM3235495	RXF-393	gemcitibine	Renal	200	24
GSM3235493	RXF-393	gemcitibine	Renal	2000	2
GSM3235494	RXF-393	gemcitibine	Renal	2000	6
GSM3235492	RXF-393	gemcitibine	Renal	2000	24
GSM3235976	RXF-393	lapatinib	Renal	0	2
GSM3235977	RXF-393	lapatinib	Renal	0	6
GSM3235975	RXF-393	lapatinib	Renal	0	24
GSM3235982	RXF-393	lapatinib	Renal	1000	2
GSM3235983	RXF-393	lapatinib	Renal	1000	6
GSM3235981	RXF-393	lapatinib	Renal	1000	24
GSM3235979	RXF-393	lapatinib	Renal	10000	2
GSM3235980	RXF-393	lapatinib	Renal	10000	6
GSM3235978	RXF-393	lapatinib	Renal	10000	24
GSM3236505	RXF-393	paclitaxel	Renal	0	2
GSM3236506	RXF-393	paclitaxel	Renal	0	6
GSM3236504	RXF-393	paclitaxel	Renal	0	24
GSM3236511	RXF-393	paclitaxel	Renal	10	2
GSM3236512	RXF-393	paclitaxel	Renal	10	6
GSM3236510	RXF-393	paclitaxel	Renal	10	24
GSM3236508	RXF-393	paclitaxel	Renal	100	2
GSM3236509	RXF-393	paclitaxel	Renal	100	6
GSM3236507	RXF-393	paclitaxel	Renal	100	24
GSM3238062	RXF-393	sunitinib	Renal	0	2
GSM3238063	RXF-393	sunitinib	Renal	0	6
GSM3238061	RXF-393	sunitinib	Renal	0	24
GSM3238068	RXF-393	sunitinib	Renal	200	2
GSM3238069	RXF-393	sunitinib	Renal	200	6
GSM3238067	RXF-393	sunitinib	Renal	200	24
GSM3238065	RXF-393	sunitinib	Renal	2000	2
GSM3238066	RXF-393	sunitinib	Renal	2000	6
GSM3238064	RXF-393	sunitinib	Renal	2000	24
GSM3232455	SF-268	bortezomib	CNS	0	2
GSM3232456	SF-268	bortezomib	CNS	0	6
GSM3232454	SF-268	bortezomib	CNS	0	24
GSM3232461	SF-268	bortezomib	CNS	10	2
GSM3232462	SF-268	bortezomib	CNS	10	6
GSM3232460	SF-268	bortezomib	CNS	10	24
GSM3232458	SF-268	bortezomib	CNS	100	2
GSM3232459	SF-268	bortezomib	CNS	100	6
GSM3232457	SF-268	bortezomib	CNS	100	24
GSM3233468	SF-268	dasatinib	CNS	0	2
GSM3233469	SF-268	dasatinib	CNS	0	6
GSM3233467	SF-268	dasatinib	CNS	0	24
GSM3233471	SF-268	dasatinib	CNS	100	2
GSM3233472	SF-268	dasatinib	CNS	100	6
GSM3233470	SF-268	dasatinib	CNS	100	24
GSM3233474	SF-268	dasatinib	CNS	2000	2
GSM3233475	SF-268	dasatinib	CNS	2000	6
GSM3233473	SF-268	dasatinib	CNS	2000	24
GSM3233963	SF-268	doxorubicin	CNS	0	2
GSM3233964	SF-268	doxorubicin	CNS	0	6
GSM3233962	SF-268	doxorubicin	CNS	0	24
GSM3233969	SF-268	doxorubicin	CNS	100	2
GSM3233970	SF-268	doxorubicin	CNS	100	6
GSM3233968	SF-268	doxorubicin	CNS	100	24
GSM3233966	SF-268	doxorubicin	CNS	1000	2
GSM3233967	SF-268	doxorubicin	CNS	1000	6
GSM3233965	SF-268	doxorubicin	CNS	1000	24
GSM3234496	SF-268	erlotinib	CNS	0	2
GSM3234497	SF-268	erlotinib	CNS	0	6
GSM3234495	SF-268	erlotinib	CNS	0	24
GSM3234502	SF-268	erlotinib	CNS	1000	2
GSM3234503	SF-268	erlotinib	CNS	1000	6
GSM3234501	SF-268	erlotinib	CNS	1000	24
GSM3234499	SF-268	erlotinib	CNS	10000	2
GSM3234500	SF-268	erlotinib	CNS	10000	6
GSM3234498	SF-268	erlotinib	CNS	10000	24
GSM3234995	SF-268	geldanamycin	CNS	0	2
GSM3234996	SF-268	geldanamycin	CNS	0	6
GSM3234994	SF-268	geldanamycin	CNS	0	24
GSM3235001	SF-268	geldanamycin	CNS	100	2
GSM3235002	SF-268	geldanamycin	CNS	100	6
GSM3235000	SF-268	geldanamycin	CNS	100	24
GSM3234998	SF-268	geldanamycin	CNS	1000	2
GSM3234999	SF-268	geldanamycin	CNS	1000	6
GSM3234997	SF-268	geldanamycin	CNS	1000	24
GSM3236514	SF-268	paclitaxel	CNS	0	2
GSM3236515	SF-268	paclitaxel	CNS	0	6
GSM3236513	SF-268	paclitaxel	CNS	0	24
GSM3236520	SF-268	paclitaxel	CNS	10	2
GSM3236521	SF-268	paclitaxel	CNS	10	6
GSM3236519	SF-268	paclitaxel	CNS	10	24
GSM3236517	SF-268	paclitaxel	CNS	100	2
GSM3236518	SF-268	paclitaxel	CNS	100	6
GSM3236516	SF-268	paclitaxel	CNS	100	24
GSM3237547	SF-268	sorafenib	CNS	0	2
GSM3237548	SF-268	sorafenib	CNS	0	6
GSM3237546	SF-268	sorafenib	CNS	0	24
GSM3237553	SF-268	sorafenib	CNS	5000	2
GSM3237554	SF-268	sorafenib	CNS	5000	6
GSM3237552	SF-268	sorafenib	CNS	5000	24
GSM3237550	SF-268	sorafenib	CNS	10000	2
GSM3237551	SF-268	sorafenib	CNS	10000	6
GSM3237549	SF-268	sorafenib	CNS	10000	24
GSM3239120	SF-268	vorinostat	CNS	0	2
GSM3239121	SF-268	vorinostat	CNS	0	6
GSM3239119	SF-268	vorinostat	CNS	0	24
GSM3239123	SF-268	vorinostat	CNS	1000	2
GSM3239124	SF-268	vorinostat	CNS	1000	6
GSM3239122	SF-268	vorinostat	CNS	1000	24
GSM3239126	SF-268	vorinostat	CNS	5000	2
GSM3239127	SF-268	vorinostat	CNS	5000	6
GSM3239125	SF-268	vorinostat	CNS	5000	24
GSM3231952	SF-295	5-Azacytidine	CNS	0	2
GSM3231953	SF-295	5-Azacytidine	CNS	0	6
GSM3231951	SF-295	5-Azacytidine	CNS	0	24
GSM3231955	SF-295	5-Azacytidine	CNS	1000	2
GSM3231956	SF-295	5-Azacytidine	CNS	1000	6
GSM3231954	SF-295	5-Azacytidine	CNS	1000	24
GSM3231958	SF-295	5-Azacytidine	CNS	5000	2
GSM3231959	SF-295	5-Azacytidine	CNS	5000	6
GSM3231957	SF-295	5-Azacytidine	CNS	5000	24
GSM3233477	SF-295	dasatinib	CNS	0	2
GSM3233478	SF-295	dasatinib	CNS	0	6
GSM3233476	SF-295	dasatinib	CNS	0	24
GSM3233480	SF-295	dasatinib	CNS	100	2
GSM3233481	SF-295	dasatinib	CNS	100	6
GSM3233479	SF-295	dasatinib	CNS	100	24
GSM3233482	SF-295	dasatinib	CNS	2000	2
GSM3233483	SF-295	dasatinib	CNS	2000	6
GSM3233484	SF-295	dasatinib	CNS	2000	24
GSM3233972	SF-295	doxorubicin	CNS	0	2
GSM3233973	SF-295	doxorubicin	CNS	0	6
GSM3233971	SF-295	doxorubicin	CNS	0	24
GSM3233978	SF-295	doxorubicin	CNS	100	2
GSM3233979	SF-295	doxorubicin	CNS	100	6
